🐼丨熊猫频道,#genre#
深圳电视剧,http://61.141.202.118:9901/tsfile/live/0126_3.m3u8?key=tvbox6_com&playlive=0&authid=0
广东卫视,http://61.141.202.118:9901/tsfile/live/0125_2.m3u8?key=tvbox6_com&playlive=0&authid=0
广东珠江,http://61.141.202.118:9901/tsfile/live/0125_3.m3u8?key=tvbox6_com&playlive=0&authid=0
广东移动,http://183.11.239.36:808/hls/14/index.m3u8
广东大湾区卫视,http://183.11.239.36:808/hls/132/index.m3u8
广东新闻,http://183.11.239.36:808/hls/5/index.m3u8
岭南戏曲,http://183.11.239.36:808/hls/16/index.m3u8
经济科教,http://183.11.239.36:808/hls/4/index.m3u8
广东影视,http://183.11.239.36:808/hls/6/index.m3u8
广东少儿,http://183.11.239.36:808/hls/175/index.m3u8
广东综艺(4k),http://183.11.239.36:808/hls/9/index.m3u8
广东公共,http://183.11.239.36:808/hls/1/index.m3u8
广东体育,http://183.11.239.36:808/hls/2/index.m3u8
广东民生,http://183.11.239.36:808/hls/18/index.m3u8
广东珠江,http://183.11.239.36:808/hls/83/index.m3u8
广东卫视,http://183.11.239.36:808/hls/80/index.m3u8
深圳都市,http://183.11.239.36:808/hls/140/index.m3u8
深圳电视剧频道,http://183.11.239.36:808/hls/141/index.m3u8
深圳财经生活,http://183.11.239.36:808/hls/151/index.m3u8
深圳娱乐频道,http://183.11.239.36:808/hls/155/index.m3u8
深圳公共,http://183.11.239.36:808/hls/156/index.m3u8
深圳少儿,http://183.11.239.36:808/hls/157/index.m3u8
深圳健康频道,http://183.11.239.36:808/hls/158/index.m3u8?key=tvbox6_com&playlive=1&authid
广东卫视,http://116.21.16.64:9901/tsfile/live/0125_1.m3u8
珠江卫视,http://116.21.16.64:9901/tsfile/live/0133_1.m3u8
深圳卫视,http://61.141.202.118:9901/tsfile/live/0126_1.m3u8
深圳都市,http://61.141.202.118:9901/tsfile/live/0126_2.m3u8
深圳电视剧,http://61.141.202.118:9901/tsfile/live/0126_3.m3u8
广东卫视,http://61.141.202.118:9901/tsfile/live/0125_2.m3u8
广东珠江,http://61.141.202.118:9901/tsfile/live/0125_3.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://113.98.122.166:9901/tsfile/live/1018_1.m3u8
大湾区卫视,http://113.98.122.166:9901/tsfile/live/1019_1.m3u8
广东珠江,http://113.98.122.166:9901/tsfile/live/1054_1.m3u8
广东新闻,http://113.98.122.166:9901/tsfile/live/1055_1.m3u8
广东民生,http://113.98.122.166:9901/tsfile/live/1056_1.m3u8
广东体育,http://113.98.122.166:9901/tsfile/live/1057_1.m3u8
经济科教,http://113.98.122.166:9901/tsfile/live/1058_1.m3u8
广东影视,http://113.98.122.166:9901/tsfile/live/1059_1.m3u8
广东少儿,http://113.98.122.166:9901/tsfile/live/1060_1.m3u8
广州综合,http://113.98.122.166:9901/tsfile/live/1061_1.m3u8
广州新闻,http://113.98.122.166:9901/tsfile/live/1062_1.m3u8
广州影视,http://113.98.122.166:9901/tsfile/live/1063_1.m3u8
广州法治,http://113.98.122.166:9901/tsfile/live/1064_1.m3u8
现代教育,http://113.98.122.166:9901/tsfile/live/1066_1.m3u8
广东移动,http://113.98.122.166:9901/tsfile/live/1067_1.m3u8
卡酷动画,http://113.98.122.166:9901/tsfile/live/1068_1.m3u8
金鹰卡通,http://113.98.122.166:9901/tsfile/live/1069_1.m3u8
炫动卡通,http://113.98.122.166:9901/tsfile/live/1070_1.m3u8
优漫卡通,http://113.98.122.166:9901/tsfile/live/1071_1.m3u8
嘉佳卡通,http://113.98.122.166:9901/tsfile/live/1072_1.m3u8
现代教育,http://jxtv3.gdsz.eu.org:8081/hls/109/index.m3u8
优漫卡通,http://jxtv3.gdsz.eu.org:8081/hls/128/index.m3u8
广东卫视,http://jxtv3.gdsz.eu.org:8081/hls/140/index.m3u8
深圳都市频道,http://jxtv3.gdsz.eu.org:8081/hls/68/index.m3u8
深圳电视剧频道,http://jxtv3.gdsz.eu.org:8081/hls/69/index.m3u8
深圳体育健康,http://jxtv3.gdsz.eu.org:8081/hls/70/index.m3u8
深圳电视剧频道,http://jxtv3.gdsz.eu.org:8081/hls/141/index.m3u8
深圳体育健康,http://jxtv3.gdsz.eu.org:8081/hls/142/index.m3u8
云浮综合,https://livestream.oeeee.com/slive/17806.m3u8
云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8
阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/playlist.m3u8
阳江2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/playlist.m3u8
广东珠江,https://php.17186.eu.org/gdtv/gdzj.m3u8
广东新闻,https://php.17186.eu.org/gdtv/xwpd.m3u8
广东影视,https://php.17186.eu.org/gdtv/gdys.m3u8
广东体育,https://php.17186.eu.org/gdtv/gdty.m3u8
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
东莞新闻综合,http://php.jdshipin.com:8880/0769.php?id=xwzh
东莞生活资讯,http://php.jdshipin.com:8880/0769.php?id=shzx
佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山公共,http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山南海,http://php.jdshipin.com:8880/fstv.php?id=fsnh
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
佛山高明,http://php.jdshipin.com:8880/fstv.php?id=fsgm
佛山三水,http://php.jdshipin.com:8880/fstv.php?id=fsss
广东卫视,http://php.jdshipin.com:8880/chudian.php?id=gdws
广东珠江,http://php.jdshipin.com:8880/chudian.php?id=gdzj
大湾区卫视,http://php.jdshipin.com:8880/chudian.php?id=nfws
广东民生,http://php.jdshipin.com:8880/chudian.php?id=gdms
广东新闻,http://php.jdshipin.com:8880/chudian.php?id=gdxw
广东经济科教,http://php.jdshipin.com:8880/chudian.php?id=gdjjkj
广东体育,http://php.jdshipin.com:8880/chudian.php?id=gdty
广东少儿,http://php.jdshipin.com:8880/chudian.php?id=gdse
广东影视,http://php.jdshipin.com:8880/chudian.php?id=gdys
嘉佳卡通,http://php.jdshipin.com:8880/chudian.php?id=jjkt
广东国际,http://php.jdshipin.com:8880/chudian.php?id=gdgj
广东移动,http://php.jdshipin.com:8880/chudian.php?id=gdyd
广东综艺4K,http://php.jdshipin.com:8880/chudian.php?id=gdzy
GRTN文化频道,https://glive.grtn.cn/live/wenhua_test0203.m3u8
肇庆综合,http://php.jdshipin.com:8880/chudian.php?id=zqzh
肇庆公共,http://php.jdshipin.com:8880/chudian.php?id=zqgg
惠州新闻综合,http://php.jdshipin.com:8880/chudian.php?id=hzxw
清远综合,http://php.jdshipin.com:8880/chudian.php?id=qyzh
梅州综合,http://php.jdshipin.com:8880/chudian.php?id=mzzh
河源综合,http://php.jdshipin.com:8880/chudian.php?id=hyzh
河源公共,http://php.jdshipin.com:8880/chudian.php?id=hygg
连平台,http://php.jdshipin.com:8880/chudian.php?id=lpzh
阳江-1,http://php.jdshipin.com:8880/chudian.php?id=yjtv1
阳江-2,http://php.jdshipin.com:8880/chudian.php?id=yjtv2
惠东综合,http://php.jdshipin.com:8880/chudian.php?id=hdzh
开平综合,http://php.jdshipin.com:8880/chudian.php?id=kpzh
开平生活,http://php.jdshipin.com:8880/chudian.php?id=kpsh
四会新闻综合,http://php.jdshipin.com:8880/chudian.php?id=shzh
广宁综合,http://php.jdshipin.com:8880/chudian.php?id=gnzh
工布江达县广播电视台,http://php.jdshipin.com:8880/chudian.php?id=gbjd
化州综合,http://php.jdshipin.com:8880/chudian.php?id=hzzh
鹤山综合,http://php.jdshipin.com:8880/chudian.php?id=hszh
廉江综合,http://php.jdshipin.com:8880/chudian.php?id=ljzh
英德新闻综合,http://php.jdshipin.com:8880/chudian.php?id=ydxw
清新综合,http://php.jdshipin.com:8880/chudian.php?id=qxzh
紫金综合,http://php.jdshipin.com:8880/chudian.php?id=zjzh
连州综合,http://php.jdshipin.com:8880/chudian.php?id=lzzh
阳春综合,http://php.jdshipin.com:8880/chudian.php?id=yczh
佛冈综合,http://php.jdshipin.com:8880/chudian.php?id=fgzh
怀集综合,http://php.jdshipin.com:8880/chudian.php?id=hjzh
惠阳电视台,http://php.jdshipin.com:8880/chudian.php?id=hytv
信宜综合,http://php.jdshipin.com:8880/chudian.php?id=xyzh
徐闻综合,http://php.jdshipin.com:8880/chudian.php?id=xwzh
阳西综合,http://php.jdshipin.com:8880/chudian.php?id=yxzh
台山台,http://php.jdshipin.com:8880/chudian.php?id=tstv
遂溪台,http://php.jdshipin.com:8880/chudian.php?id=sxtv
新会综合,http://php.jdshipin.com:8880/chudian.php?id=xhzh
罗定综合,http://php.jdshipin.com:8880/chudian.php?id=ldzh
和平综合,http://php.jdshipin.com:8880/chudian.php?id=hpzh
东源台,http://php.jdshipin.com:8880/chudian.php?id=dytv
吴川综合,http://php.jdshipin.com:8880/chudian.php?id=wczh
乐昌电视台,http://php.jdshipin.com:8880/chudian.php?id=lctv
恩平综合,http://php.jdshipin.com:8880/chudian.php?id=epzh
广东卫视,http://113.101.119.52:808/hls/152/index.m3u8
广东影视,http://113.101.119.52:808/hls/110/index.m3u8
广东少儿,http://113.101.119.52:808/hls/111/index.m3u8
广东珠江,http://113.101.119.52:808/hls/105/index.m3u8
广东经济科教,http://113.101.119.52:808/hls/129/index.m3u8
广东新闻,http://113.101.119.52:808/hls/106/index.m3u8
广东公共,http://113.101.119.52:808/hls/107/index.m3u8
岭南戏曲,http://113.101.119.52:808/hls/22/index.m3u8
湛江公共,http://113.101.119.52:808/hls/3/index.m3u8

🌍丨安徽频道,#genre#
安徽卫视,http://222.89.16.225:808/hls/68/index.m3u8
安徽卫视,http://117.44.1.97:20000/hls/82/index.m3u8
衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8

🌍丨辽宁频道,#genre#
辽宁卫视,http://113.240.139.144:8082/hls/29/index.m3u8
辽宁卫视,http://222.89.16.225:808/hls/69/index.m3u8
辽宁卫视,http://117.44.1.97:20000/hls/80/index.m3u8

🌍丨陕西频道,#genre#
陕西卫视,http://113.240.139.144:8082/hls/42/index.m3u8
陕西卫视,http://222.89.16.225:808/hls/70/index.m3u8

🌍丨贵州频道,#genre#
贵州卫视,http://222.89.16.225:808/hls/71/index.m3u8
贵州卫视,http://117.44.1.97:20000/hls/85/index.m3u8

🌍丨河北频道,#genre#
河北卫视,http://113.240.139.144:8082/hls/40/index.m3u8
河北卫视,http://222.89.16.225:808/hls/72/index.m3u8
河北卫视,http://117.44.1.97:20000/hls/88/index.m3u8

🌍丨湖北频道,#genre#
湖北卫视,http://113.240.139.144:8082/hls/32/index.m3u8
湖北卫视,http://222.89.16.225:808/hls/77/index.m3u8
湖北卫视,http://117.44.1.97:20000/hls/79/index.m3u8

🌍丨天津频道,#genre#
天津卫视,http://113.240.139.144:8082/hls/26/index.m3u8
天津卫视,http://222.89.16.225:808/hls/78/index.m3u8

🌍丨重庆频道,#genre#
重庆卫视,http://113.240.139.144:8082/hls/35/index.m3u8
重庆卫视,http://222.89.16.225:808/hls/80/index.m3u8
重庆卫视,http://117.44.1.97:20000/hls/81/index.m3u8

🌍丨宁夏频道,#genre#
宁夏卫视,http://113.240.139.144:8082/hls/45/index.m3u8
宁夏卫视,http://222.89.16.225:808/hls/82/index.m3u8
宁夏卫视,http://117.44.1.97:20000/hls/76/index.m3u8

🌍丨内蒙古频道,#genre#
内蒙古卫视,http://113.240.139.144:8082/hls/44/index.m3u8
内蒙古卫视,http://222.89.16.225:808/hls/84/index.m3u8

🌍丨广西频道,#genre#
广西卫视,http://113.240.139.144:8082/hls/33/index.m3u8
广西卫视,http://222.89.16.225:808/hls/85/index.m3u8
广西卫视,http://117.44.1.97:20000/hls/87/index.m3u8
广西影视 高清,http://219.159.194.120:8181/tsfile/live/1009_1.m3u8?key=txiptv
广西综艺 高清,http://219.159.194.120:8181/tsfile/live/1010_1.m3u8?key=txiptv
广西都市 高清,http://219.159.194.120:8181/tsfile/live/1011_1.m3u8?key=txiptv
广西新闻 高清,http://219.159.194.120:8181/tsfile/live/1012_1.m3u8?key=txiptv
南宁影视 高清,http://219.159.194.120:8181/tsfile/live/1013_1.m3u8?key=txiptv
南宁公共 高清,http://219.159.194.120:8181/tsfile/live/1014_1.m3u8?key=txiptv
南宁影视,http://220.173.25.0:4022/udp/239.81.0.128:4056
南宁新闻,http://220.173.25.0:4022/udp/239.81.0.241:4056
南宁新闻,http://220.173.25.0:4022/udp/239.81.0.126:4056
南宁公共,http://220.173.25.0:4022/udp/239.81.0.129:4056
柳州新闻,http://220.173.25.0:4022/udp/239.81.0.134:4056
北海新闻,http://220.173.25.0:4022/udp/239.81.0.136:4056
玉林新闻,http://220.173.25.0:4022/udp/239.81.0.138:4056
贺州新闻,http://220.173.25.0:4022/udp/239.81.0.137:4056
桂林新闻,http://220.173.25.0:4022/udp/239.81.0.135:4056
经典电影,http://220.173.25.0:4022/udp/239.81.0.84:4056
都市剧场,http://220.173.25.0:4022/udp/239.81.0.81:4056
生活时尚,http://220.173.25.0:4022/udp/239.81.0.75:4056
魅力时尚,http://220.173.25.0:4022/udp/239.81.0.83:4056
法治天地,http://220.173.25.0:4022/udp/239.81.0.79:4056
金色频道,http://220.173.25.0:4022/udp/239.81.0.80:4056
广西IPTV4,http://220.173.25.0:4022/udp/239.81.0.251:4056
广西IPTV5,http://220.173.25.0:4022/udp/239.81.0.205:4056
广西IPTV7,http://220.173.25.0:4022/udp/239.81.0.253:4056
广西IPTV8,http://220.173.25.0:4022/udp/239.81.0.208:4056
广西IPTV9,http://220.173.25.0:4022/udp/239.81.0.209:4056
广西IPTV影院,http://220.173.25.0:4022/udp/239.81.0.100:4056
广西IPTV12,http://220.173.25.0:4022/udp/239.81.0.124:4056
广西IPTV13,http://220.173.25.0:4022/udp/239.81.0.125:4056
IPTV自然传奇,http://220.173.25.0:4022/udp/239.81.0.18:4056
IPTV相声小品,http://220.173.25.0:4022/udp/239.81.0.17:4056
IPTV谍战剧场,http://220.173.25.0:4022/udp/239.81.0.15:4056
IPTV6＋电影,http://220.173.25.0:4022/udp/239.81.0.65:4056

🌍丨山西频道,#genre#
山西卫视,http://113.240.139.144:8082/hls/43/index.m3u8
山西卫视,http://222.89.16.225:808/hls/86/index.m3u8
山西卫视,http://117.44.1.97:20000/hls/95/index.m3u8

🌍丨海南频道,#genre#
海南卫视,http://113.240.139.144:8082/hls/31/index.m3u8
海南卫视,http://222.89.16.225:808/hls/88/index.m3u8
海南卫视,http://220.173.25.0:4022/udp/239.81.0.48:4056
三沙卫视,http://115.52.238.229:8089/rtp/225.1.4.234:1280
三沙卫视,http://220.173.25.0:4022/udp/239.81.0.242:4056

🌍丨甘肃频道,#genre#
甘肃卫视,http://222.89.16.225:808/hls/89/index.m3u8
甘肃卫视,http://117.44.1.97:20000/hls/36/index.m3u8

🌍丨青海频道,#genre#
甘肃卫视,http://113.240.139.144:8082/hls/48/index.m3u8
青海卫视,http://222.89.16.225:808/hls/90/index.m3u8
青海卫视,http://117.44.1.97:20000/hls/44/index.m3u8

🌍丨河南频道,#genre#
河南卫视,http://113.240.139.144:8082/hls/37/index.m3u8
河南卫视高清,http://117.44.1.97:20000/hls/9/index.m3u8
河南卫视,http://222.89.16.225:808/hls/31/index.m3u8
河南卫视,http://117.44.1.97:20000/hls/89/index.m3u8
河南卫视高清,http://115.52.238.229:8089/rtp/225.1.4.98:1127
河南都市频道高清,http://115.52.238.229:8089/rtp/225.1.4.52:1081
河南民生频道,http://115.52.238.229:8089/rtp/225.1.4.53:1082
河南法治频道,http://115.52.238.229:8089/rtp/225.1.4.54:1083
河南电视剧频道高清,http://115.52.238.229:8089/rtp/225.1.4.55:1084
河南新闻频道,http://115.52.238.229:8089/rtp/225.1.4.56:1085
河南欢腾购物,http://115.52.238.229:8089/rtp/225.1.4.57:1086
河南公共频道高清,http://115.52.238.229:8089/rtp/225.1.4.58:1087
河南乡村频道,http://115.52.238.229:8089/rtp/225.1.4.120:1149
河南国际频道,http://115.52.238.229:8089/rtp/225.1.4.102:1131
睛彩中原,http://115.52.238.229:8089/rtp/225.1.4.163:1203
移动戏曲,http://115.52.238.229:8089/rtp/225.1.4.206:1254
河南文物宝库,http://115.52.238.229:8089/rtp/225.1.4.100:1129
河南梨园频道,http://115.52.238.229:8089/rtp/225.1.4.99:1128
河南武术世界,http://115.52.238.229:8089/rtp/225.1.4.101:1130
驻马店新闻综合,http://115.52.238.229:8089/rtp/225.1.4.132:1168
驻马店科教频道,http://115.52.238.229:8089/rtp/225.1.4.133:1169
驻马店公共频道,http://115.52.238.229:8089/rtp/225.1.4.136:1172
西平电视台,http://115.52.238.229:8089/rtp/225.1.5.28:1340
新蔡电视台,http://115.52.238.229:8089/rtp/225.1.5.29:1341
河南都市频道,http://222.89.16.225:808/hls/32/index.m3u8
河南民生频道,http://222.89.16.225:808/hls/33/index.m3u8
河南法制频道,http://222.89.16.225:808/hls/34/index.m3u8
河南电视剧频道,http://222.89.16.225:808/hls/35/index.m3u8
河南公共频道,http://222.89.16.225:808/hls/38/index.m3u8
河南新农村频道,http://222.89.16.225:808/hls/39/index.m3u8
河南国际频道,http://222.89.16.225:808/hls/40/index.m3u8
信阳综合频道,http://222.89.16.225:808/hls/100/index.m3u8
信阳公共频道,http://222.89.16.225:808/hls/101/index.m3u8
浉河广电中心,http://222.89.16.225:808/hls/102/index.m3u8
平桥广电中心,http://222.89.16.225:808/hls/103/index.m3u8
巩义新闻,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8
新密新闻,http://tvpull.dxhmt.cn:9081/tv/10183-2.m3u8
新郑综合,http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
林州综合,http://tvpull.dxhmt.cn:9081/tv/10581-1.m3u8
内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8
淅川综合,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
栾川新闻,http://tvpull.dxhmt.cn:9081/tv/10324-1.m3u8
孟津新闻,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8
新安新闻,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
宜阳综合,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
武陟新闻,http://tvpull.dxhmt.cn:9081/tv/10823-1.m3u8
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
禹州公共,http://tvpull.dxhmt.cn:9081/tv/11081-2.m3u8
兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
杞县新闻,http://tvpull.dxhmt.cn:9081/tv/10221-1.m3u8
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
鹿邑新闻,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
太康综合,http://tvpull.dxhmt.cn:9081/tv/11627-1.m3u8
永城新闻,http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8
卢氏综合,http://tvpull.dxhmt.cn:9081/tv/11224-1.m3u8
渑池新闻,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
义马新闻,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
淮滨综合,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
舞阳新闻,http://tvpull.dxhmt.cn:9081/tv/11121-1.m3u8
济源,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8
淇县,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
确山综合,http://tvpull.dxhmt.cn:9081/tv/11725-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
长垣综合,http://tvpull.dxhmt.cn:9081/tv/10728-1.m3u8
封丘新闻,http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8
获嘉综合,http://tvpull.dxhmt.cn:9081/tv/10724-1.m3u8
卫辉综合,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8
原阳新闻,http://tvpull.dxhmt.cn:9081/tv/10725-1.m3u8
宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
叶县,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
林州电视台,http://live.dxhmt.cn:9081/tv/10581-1.m3u8
新野综合,http://live.dxhmt.cn:9081/tv/11329-1.m3u8
栾川新闻,http://live.dxhmt.cn:9081/tv/10324-1.m3u8
襄城电视台,http://live.dxhmt.cn:9081/tv/11025-1.m3u8
襄城电视台,http://live.dxhmt.cn:9081/tv/11025-1.m3u8
罗山电视台,http://live.dxhmt.cn:9081/tv/11521-1.m3u8
鲁山,http://live.dxhmt.cn:9081/tv/10423-1.m3u8
舞钢,http://live.dxhmt.cn:9081/tv/10481-1.m3u8
淇县,http://live.dxhmt.cn:9081/tv/10622-1.m3u8
原阳新闻综合,http://live.dxhmt.cn:9081/tv/10725-1.m3u8
沉丘新闻综合,http://live.dxhmt.cn:9081/tv/11624-1.m3u8
河南开封新闻,http://live.dxhmt.cn:9081/tv/10181-1.m3u8
洛阳一套综合频道,http://wshls.live.migucloud.com/live/C788MHFD_C0/playlist.m3u8
洛阳二套科教频道,http://wshls.live.migucloud.com/live/CXGQPXRK_C0/playlist.m3u8
洛阳三套文旅频道,http://wshls.live.migucloud.com/live/FJ7Q9PIT_C0/playlist.m3u8
汝阳综合频道,http://tvpull.dxhmt.cn:9081/tv/10326-1.m3u8
宜阳综合频道,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
辉县新闻综合频道,http://live.dxhmt.cn:9081/tv/10782-1.m3u8
新乡县新闻综合频道,http://live.dxhmt.cn:9081/tv/10721-1.m3u8
原阳新闻综合频道,http://live.dxhmt.cn:9081/tv/10725-1.m3u8
焦作新闻综合频道,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
焦作睛彩频道,http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8
沁阳新闻综合频道,http://live.dxhmt.cn:9081/tv/10882-1.m3u8
焦作教育频道,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8
武陟新闻综合频道,http://live.dxhmt.cn:9081/tv/10823-1.m3u8
灵宝新闻综合频道,http://live.dxhmt.cn:9081/tv/11282-1.m3u8
渑池新闻综合频道,http://live.dxhmt.cn:9081/tv/11221-1.m3u8
义马新闻综合频道,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
开封公共频道,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8
尉氏新闻综合频道,http://live.dxhmt.cn:9081/tv/10223-1.m3u8
永城新闻综合频道,http://live.dxhmt.cn:9081/tv/11481-1.m3u8
襄城新闻综合频道,http://live.dxhmt.cn:9081/tv/11025-1.m3u8
鄢陵新闻综合频道,http://live.dxhmt.cn:9081/tv/11024-1.m3u8
禹州新闻综合频道,http://live.dxhmt.cn:9081/tv/11081-1.m3u8
宝丰新闻综合频道,http://live.dxhmt.cn:9081/tv/10421-1.m3u8
郏县新闻综合频道,http://live.dxhmt.cn:9081/tv/10425-1.m3u8
鲁山新闻综合频道,http://live.dxhmt.cn:9081/tv/10423-1.m3u8
叶县电视台一套,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
鹿邑综合频道,http://live.dxhmt.cn:9081/tv/11628-1.m3u8
项城综合频道,http://live.dxhmt.cn:9081/tv/11681-1.m3u8
西华综合频道,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
沈丘新闻综合频道,http://live.dxhmt.cn:9081/tv/11624-1.m3u8
郸城新闻综合频道,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
舞阳新闻综合频道,http://live.dxhmt.cn:9081/tv/11121-1.m3u8
巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8
登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8

🌍丨新疆频道,#genre#
新疆卫视,http://113.240.139.144:8082/hls/47/index.m3u8
新疆卫视,http://117.44.1.97:20000/hls/67/index.m3u8
新疆卫视,http://113.26.202.86:1099/tsfile/live/0110_1.m3u8?key=txiptv
新疆卫视,http://220.173.25.0:4022/udp/239.81.0.46:4056
兵团卫视,http://220.173.25.0:4022/udp/239.81.0.213:4056
兵团卫视,http://117.44.1.97:20000/hls/63/index.m3u8
兵团卫视,http://113.26.202.86:1099/tsfile/live/0115_1.m3u8?key=txiptv

🌍丨西藏频道,#genre#
西藏卫视,http://113.240.139.144:8082/hls/46/index.m3u8
西藏卫视,http://113.26.202.86:1099/tsfile/live/0111_1.m3u8?key=txiptv
西藏卫视,http://220.173.25.0:4022/udp/239.81.0.55:4056

🌍丨综合频道,#genre#
全纪实,http://220.173.25.0:4022/udp/239.81.0.78:4056
求索,http://220.173.25.0:4022/udp/239.81.0.202:4056
都市剧场HD,http://117.44.1.97:20000/hls/11/index.m3u8
CHC高清电影,http://117.44.1.97:20000/hls/12/index.m3u8
家庭影院,http://117.44.1.97:20000/hls/21/index.m3u8
动作电影,http://117.44.1.97:20000/hls/22/index.m3u8
女性时尚频道,http://117.44.1.97:20000/hls/23/index.m3u8
先锋乒羽,http://117.44.1.97:20000/hls/24/index.m3u8
摄影频道,http://117.44.1.97:20000/hls/25/index.m3u8
国学频道,http://117.44.1.97:20000/hls/26/index.m3u8
聚鲨环球精选高清,http://117.44.1.97:20000/hls/27/index.m3u8
中教4,http://117.44.1.97:20000/hls/28/index.m3u8
全纪实,http://117.44.1.97:20000/hls/31/index.m3u8
游戏风云,http://117.44.1.97:20000/hls/32/index.m3u8
动漫秀场,http://117.44.1.97:20000/hls/34/index.m3u8
环球奇观频道,http://117.44.1.97:20000/hls/35/index.m3u8
法治天地,http://117.44.1.97:20000/hls/37/index.m3u8
茶频道,http://117.44.1.97:20000/hls/38/index.m3u8
都市剧场,http://117.44.1.97:20000/hls/39/index.m3u8
快乐垂钓,http://117.44.1.97:20000/hls/40/index.m3u8
金色频道,http://117.44.1.97:20000/hls/42/index.m3u8
生活时尚,http://117.44.1.97:20000/hls/43/index.m3u8
风云音乐,http://117.44.1.97:20000/hls/47/index.m3u8
怀旧剧场,http://117.44.1.97:20000/hls/48/index.m3u8
风云剧场,http://117.44.1.97:20000/hls/50/index.m3u8
高尔夫,http://117.44.1.97:20000/hls/53/index.m3u8
聚鲨环球精选,http://117.44.1.97:20000/hls/68/index.m3u8
精彩影视频道,http://117.44.1.97:20000/hls/69/index.m3u8
第一剧场高清频道,http://117.44.1.97:20000/hls/75/index.m3u8
IPTV足球,http://220.173.25.0:4022/udp/239.81.0.97:4056
先锋乒羽,http://220.173.25.0:4022/udp/239.81.0.236:4056
